time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-04-19T09:16:51.486Z,12.0935,-86.8389,81.15,4.1,mb,,156,0.512,0.5,us,us7000h3b0,2022-04-26T07:45:19.040Z,"32 km SSW of La Paz Centro, Nicaragua",earthquake,3.3,6.8,0.234,5,reviewed,us,us
2022-04-19T09:06:27.109Z,35.09983333,-95.521,7.7,1.35,ml,26,96,0.1106782811,0.24,ok,ok2022hqaj,2022-04-21T15:56:25.995Z,"13 km E of Crowder, Oklahoma",earthquake,,0.8,0.25,3,reviewed,ok,ok
2022-04-19T08:43:09.696Z,59.9837,-151.4594,58.1,2.4,ml,,,,0.54,ak,ak02250elj67,2022-04-20T08:43:02.040Z,"13 km ESE of Ninilchik, Alaska",earthquake,,0.7,,,automatic,ak,ak
2022-04-19T08:42:03.919Z,61.1552,-146.8812,10.6,1.4,ml,,,,1.05,ak,ak02250elb1j,2022-04-19T08:45:11.264Z,"28 km W of Valdez, Alaska",earthquake,,0.7,,,automatic,ak,ak
2022-04-19T08:39:18.440Z,19.1618333333333,-155.486166666667,36.25,2.65,md,52,115,,0.12,hv,hv72989257,2022-04-19T22:02:47.970Z,"4 km S of Pāhala, Hawaii",earthquake,0.46,0.51,0.124072521019243,24,reviewed,hv,hv
2022-04-19T08:28:32.960Z,38.76,-122.7203333,1.85,1.53,md,43,51,0.003881,0.05,nc,nc73720075,2022-04-21T03:20:16.501Z,"3km SW of Anderson Springs, CA",earthquake,0.18,0.25,0.119,13,reviewed,nc,nc
2022-04-19T08:28:21.670Z,44.2836667,-115.1526667,5.01,1.61,ml,5,114,0.806,0.22,mb,mb80543524,2022-04-19T14:29:14.850Z,"18 km WNW of Stanley, Idaho",earthquake,0.88,9.28,0.25,4,reviewed,mb,mb
2022-04-19T08:25:09.400Z,18.4093,-63.987,58,3.91,md,17,346,1.2995,0.32,pr,pr2022109001,2022-04-20T08:18:45.040Z,"Leeward Islands",earthquake,5.86,12.21,0.08,7,reviewed,pr,pr
2022-04-19T08:24:55.380Z,36.4711667,-121.045,8.06,1.52,md,29,140,0.01899,0.1,nc,nc73720070,2022-04-21T02:27:17.206Z,"11km SE of Pinnacles, CA",earthquake,0.31,0.44,0.28,24,reviewed,nc,nc
2022-04-19T08:19:21.880Z,38.7960014,-122.7938309,2.98,1.01,md,29,62,0.005412,0.04,nc,nc73720065,2022-04-19T08:50:52.993Z,"4km WNW of The Geysers, CA",earthquake,0.24,0.43,0.17,5,automatic,nc,nc
2022-04-19T08:15:50.920Z,35.08233333,-95.50633333,6.4,1.27,ml,51,92,0.1232758091,0.42,ok,ok2022hpyr,2022-04-20T19:25:12.360Z,"13 km WSW of Quinton, Oklahoma",earthquake,,1.1,0.24,4,reviewed,ok,ok
2022-04-19T08:15:26.390Z,42.0083333,-111.8168333,1.66,0.91,md,11,87,0.1113,0.03,uu,uu60492457,2022-04-19T14:40:44.750Z,"0 km SW of Franklin, Idaho",earthquake,0.3,0.59,0.289,7,reviewed,uu,uu
2022-04-19T08:15:02.790Z,36.4635,-117.9651667,9.46,1.47,ml,12,131,0.09566,0.17,ci,ci40240888,2022-04-19T13:10:22.226Z,"17km SE of Lone Pine, CA",earthquake,0.4,0.7,0.218,15,reviewed,ci,ci
2022-04-19T08:13:22.827Z,61.5528,-141.2171,0,1.8,ml,,,,0.63,ak,ak02250ef4qr,2022-04-19T08:16:55.834Z,"91 km E of McCarthy, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-04-19T08:02:10.119Z,35.10283333,-95.5355,7,0.37,ml,31,108,0.112477928,0.36,ok,ok2022hpyg,2022-04-20T18:51:31.299Z,"12 km E of Crowder, Oklahoma",earthquake,,1.1,0.13,2,reviewed,ok,ok
2022-04-19T08:00:13.672Z,60.6143,-150.5617,52.1,1.4,ml,,,,0.51,ak,ak02250ecbpz,2022-04-19T08:02:07.764Z,"14 km NE of Sterling, Alaska",earthquake,,2.1,,,automatic,ak,ak
2022-04-19T07:58:28.723Z,61.9978,-148.933,36.6,1.4,ml,,,,0.63,ak,ak02250e3cs4,2022-04-19T08:00:54.094Z,"26 km NNW of Sutton-Alpine, Alaska",earthquake,,0.7,,,automatic,ak,ak
2022-04-19T07:55:23.290Z,38.8236667,-122.7605,0.32,0.21,md,16,160,0.01001,0.05,nc,nc73720050,2022-04-20T23:34:15.133Z,"3km W of Cobb, CA",earthquake,0.27,0.36,0.13,2,reviewed,nc,nc
2022-04-19T07:54:31.420Z,36.53233333,-98.97133333,7.27,0.87,ml,18,141,0.0449911712,0.06,ok,ok2022hpxz,2022-04-20T16:01:13.300Z,"9 km SW of Waynoka, Oklahoma",earthquake,,0.2,0.26,4,reviewed,ok,ok
2022-04-19T07:54:22.929Z,36.53133333,-98.9725,7.67,0.76,ml,14,144,0.0449911712,0.09,ok,ok2022hpya,2022-04-20T16:02:53.578Z,"10 km SW of Waynoka, Oklahoma",earthquake,,0.3,0.23,4,reviewed,ok,ok
2022-04-19T07:50:23.290Z,17.9606,-66.952,9,3.41,md,24,198,0.0742,0.13,pr,pr2022109000,2022-04-21T19:57:50.961Z,"4 km WSW of Guánica, Puerto Rico",earthquake,0.42,0.64,0.12,19,reviewed,pr,pr
2022-04-19T07:44:12.270Z,19.1648330688477,-155.488006591797,34.7900009155273,2.13,ml,49,148,,0.119999997,hv,hv72989222,2022-04-20T07:41:59.040Z,"4 km SSW of Pāhala, Hawaii",earthquake,0.49,0.699999988,4.56,8,automatic,hv,hv
2022-04-19T07:34:18.730Z,36.53416667,-98.973,7.14,1.03,ml,24,140,0.04769064147,0.1,ok,ok2022hpxi,2022-04-20T18:28:18.057Z,"9 km WSW of Waynoka, Oklahoma",earthquake,,0.2,0.26,4,reviewed,ok,ok
2022-04-19T07:31:49.650Z,35.7561667,-117.5645,9.09,0.97,ml,22,146,0.06522,0.13,ci,ci40240880,2022-04-20T20:34:11.544Z,"14km W of Searles Valley, CA",earthquake,0.24,0.51,0.094,8,reviewed,ci,ci
2022-04-19T07:31:39.540Z,36.1495,-117.9213333,4.2,0.66,ml,5,222,0.049,0.05,ci,ci37496133,2022-04-20T20:37:21.674Z,"12km NNE of Coso Junction, CA",earthquake,0.29,0.26,0.248,2,reviewed,ci,ci
2022-04-19T07:30:37.670Z,61.9835,-144.061833333333,5.87,0.29,ml,4,240,,0.25,av,av91541201,2022-04-20T02:02:34.030Z,"55 km ENE of Kenny Lake, Alaska",earthquake,1.13,1.51,0.219715841057119,5,reviewed,av,av
2022-04-19T07:28:34.690Z,36.0968333,-117.8635,5.6,1.23,ml,24,69,0.02185,0.11,ci,ci40240872,2022-04-20T20:30:10.021Z,"10km NE of Coso Junction, CA",earthquake,0.15,0.3,0.187,11,reviewed,ci,ci
2022-04-19T07:21:02.114Z,36.9962,-116.1539,4.9,-0.2,ml,6,133.84,0.017,0.0812,nn,nn00837463,2022-04-19T20:41:58.746Z,"54 km E of Beatty, Nevada",earthquake,,2.3,0.14,2,reviewed,nn,nn
2022-04-19T07:15:54.159Z,61.7188,-149.3528,33.8,1.5,ml,,,,0.42,ak,ak02250du6zb,2022-04-19T07:17:43.451Z,"6 km WSW of Fishhook, Alaska",earthquake,,0.1,,,automatic,ak,ak
2022-04-19T07:10:04.450Z,36.9716667,-121.6255,4.36,0.77,md,12,52,0.03845,0.03,nc,nc73720035,2022-04-20T00:21:28.286Z,"6km SW of Gilroy, CA",earthquake,0.28,0.66,0.22,8,reviewed,nc,nc
2022-04-19T07:10:00.620Z,38.8391685,-122.8098297,2.02,0.85,md,8,77,0.01854,0.01,nc,nc73720030,2022-04-19T07:37:37.559Z,"8km WNW of Cobb, CA",earthquake,0.35,1,,1,automatic,nc,nc
2022-04-19T07:09:28.480Z,38.839,-122.8091667,2.19,1.19,md,33,34,0.01471,0.02,nc,nc73720025,2022-04-21T07:07:19.752Z,"8km WNW of Cobb, CA",earthquake,0.14,0.29,0.182,6,reviewed,nc,nc
2022-04-19T07:07:10.498Z,-61.6995,154.4847,10,5.3,mb,,103,7.598,0.81,us,us7000h3ag,2022-04-19T07:22:45.040Z,"Balleny Islands region",earthquake,7.1,1.7,0.089,42,reviewed,us,us
2022-04-19T07:06:06.007Z,25.4653,123.4629,183.25,4.8,mb,,55,1.075,0.86,us,us7000h3ah,2022-04-19T07:27:15.040Z,"120 km NNE of Yonakuni, Japan",earthquake,7.5,6,0.038,216,reviewed,us,us
2022-04-19T06:55:05.852Z,60.5844,-149.029,3.8,1.7,ml,,,,0.46,ak,ak02250dh8ah,2022-04-19T06:58:12.394Z,"21 km ENE of Moose Pass, Alaska",earthquake,,0.2,,,automatic,ak,ak
2022-04-19T06:52:32.881Z,36.7025,-115.9101,1.5,0.1,ml,7,241.36,0.059,0.1685,nn,nn00837462,2022-04-19T20:32:40.545Z,"26 km NW of Indian Springs, Nevada",earthquake,,12.2,0.21,4,reviewed,nn,nn
2022-04-19T06:51:11.568Z,16.8219,-99.5322,21.63,4.3,mb,,169,1.181,0.53,us,us6000hfmt,2022-04-23T16:05:14.040Z,"4 km ESE of Campanario, Mexico",earthquake,7.8,7.1,0.138,15,reviewed,us,us
2022-04-19T06:50:29.580Z,34.2348333,-116.9956667,7.66,1.17,ml,56,46,0.06784,0.14,ci,ci40240856,2022-04-20T20:22:29.948Z,"8km W of Big Bear Lake, CA",earthquake,0.13,0.37,0.096,29,reviewed,ci,ci
2022-04-19T06:49:25.859Z,36.53533333,-98.97033333,7.56,1.21,ml,25,68,0.04769064147,0.12,ok,ok2022hpvv,2022-04-20T18:20:31.945Z,"9 km WSW of Waynoka, Oklahoma",earthquake,,0.3,0.21,5,reviewed,ok,ok
2022-04-19T06:47:58.642Z,31.64859712,-104.2345621,7.776879883,2.3,ml,20,56,0.03464069204,0.2,tx,tx2022hpvu,2022-04-21T17:47:45.733Z,"55 km NW of Toyah, Texas",earthquake,0.9255122563,1.291157797,0.1,9,reviewed,tx,tx
2022-04-19T06:44:30.203Z,31.62720155,-104.1940536,7.262719727000001,2.3,ml,24,55,0.07501561515,0.2,tx,tx2022hpvr,2022-04-21T17:34:00.369Z,"51 km NW of Toyah, Texas",earthquake,0.7475724751,1.173707557,0.2,12,reviewed,tx,tx
2022-04-19T06:38:17.194Z,62.9514,-150.4671,104.3,1.8,ml,,,,0.42,ak,ak02250ddlzk,2022-04-19T06:50:27.804Z,"52 km NNE of Petersville, Alaska",earthquake,,0.6,,,automatic,ak,ak
2022-04-19T06:37:38.060Z,33.4348333,-116.6198333,6.09,0.8,ml,51,39,0.0615,0.14,ci,ci40240848,2022-04-20T20:08:15.970Z,"14km SSE of Anza, CA",earthquake,0.14,0.34,0.142,20,reviewed,ci,ci
2022-04-19T06:37:32.601Z,61.5597,-146.1836,43.9,1.3,ml,,,,0.79,ak,ak02250ddfgr,2022-04-19T06:39:50.999Z,"48 km N of Valdez, Alaska",earthquake,,0.6,,,automatic,ak,ak
2022-04-19T06:35:59.556Z,39.7307,-120.6183,4.6,0.4,ml,5,159.81,0.111,0.0632,nn,nn00837461,2022-04-19T20:23:19.936Z,"3 km WSW of Clio, California",earthquake,,5.6,0.33,3,reviewed,nn,nn
2022-04-19T06:33:58.219Z,36.5525,-98.96533333,7.9,0.96,ml,22,110,0.0602881694,0.34,ok,ok2022hpvj,2022-04-20T17:52:15.954Z,"8 km WSW of Waynoka, Oklahoma",earthquake,,1,0.2,5,reviewed,ok,ok
2022-04-19T06:33:47.490Z,36.5345,-98.96716667,7,1.3,ml,28,67,0.0449911712,0.09,ok,ok2022hpvi,2022-04-20T17:02:12.608Z,"9 km SW of Waynoka, Oklahoma",earthquake,,0.2,0.29,5,reviewed,ok,ok
2022-04-19T06:33:05.770Z,51.8638333333333,-177.8655,7.95,0.83,ml,4,211,,0.04,av,av91541186,2022-04-20T01:49:13.100Z,"84 km W of Adak, Alaska",earthquake,0.48,0.76,0.207240971518988,4,reviewed,av,av
2022-04-19T06:18:15.487Z,38.7242,-115.974,0,2.8,ml,7,106.35,1.174,0.2224,nn,nn00837433,2022-04-22T09:06:36.040Z,"82 km WSW of Preston, Nevada",earthquake,,0,0.31,3,reviewed,nn,nn
2022-04-19T06:15:07.080Z,18.5015,-66.3201666666667,14.87,1.85,md,3,320,,0.53,pr,pr71345043,2022-04-19T09:00:19.620Z,"4 km NNE of Brenas, Puerto Rico",earthquake,5.1,31.61,0.0996858955401398,3,reviewed,pr,pr
2022-04-19T06:13:19.579Z,36.53583333,-98.971,7.04,1.81,ml,46,50,0.04769064147,0.16,ok,ok2022hpuq,2022-04-19T15:26:49.060Z,"9 km WSW of Waynoka, Oklahoma",earthquake,,0.3,0.17,7,reviewed,ok,ok
2022-04-19T06:11:25.850Z,35.9713333,-120.5305,3.11,-0.04,md,13,73,0.01581,0.07,nc,nc73720020,2022-04-20T22:55:59.287Z,"12km NW of Parkfield, CA",earthquake,0.27,0.72,0.016,2,reviewed,nc,nc
2022-04-19T06:09:14.939Z,60.3308,-152.5311,92.9,1.6,ml,,,,1.06,ak,ak02250d7e34,2022-04-19T06:22:17.275Z,"57 km WNW of Ninilchik, Alaska",earthquake,,0.6,,,automatic,ak,ak
2022-04-19T06:08:44.036Z,7.2421,127.1533,16.87,4.9,mb,,95,1.571,0.78,us,us7000h39w,2022-04-30T09:45:27.040Z,"64 km E of Santiago, Philippines",earthquake,7.3,3.4,0.044,160,reviewed,us,us
2022-04-19T05:56:27.165Z,7.1182,126.8511,65.01,4.6,mb,,83,1.263,0.59,us,us6000hflx,2022-04-23T12:44:04.040Z,"36 km ESE of Santiago, Philippines",earthquake,7.7,5.5,0.051,117,reviewed,us,us
2022-04-19T05:55:32.520Z,36.176,-118.0043333,3.26,2.3,ml,29,50,0.07679,0.12,ci,ci40240840,2022-04-20T19:03:23.790Z,"12km S of Olancha, CA",earthquake,0.16,0.52,0.169,47,reviewed,ci,ci
2022-04-19T05:54:34.200Z,17.9848333333333,-66.7243333333333,9.99,3.15,md,31,149,,0.12,pr,pr71345038,2022-04-19T09:31:20.913Z,"1 km SW of Tallaboa, Puerto Rico",earthquake,0.23,0.38,0.196224899768591,10,reviewed,pr,pr
2022-04-19T05:52:24.500Z,44.5896667,-110.4863333,4.84,0.59,md,12,123,0.06741,0.12,uu,uu60492437,2022-04-19T13:55:01.210Z,"46 km SSE of Mammoth, Wyoming",earthquake,0.39,0.74,0.401,6,reviewed,uu,uu
2022-04-19T05:51:55.380Z,44.5888333,-110.4895,4.74,0.5,md,9,121,0.0691,0.08,uu,uu60030494,2022-04-19T13:57:37.740Z,"46 km SSE of Mammoth, Wyoming",earthquake,0.38,1,0.368,4,reviewed,uu,uu
2022-04-19T05:47:21.041Z,63.2655,-145.5588,0,2,ml,,,,0.68,ak,ak02250cu43x,2022-04-19T05:50:16.087Z,"19 km N of Paxson, Alaska",earthquake,,0.2,,,automatic,ak,ak
2022-04-19T05:41:48.674Z,62.8209,-149.0175,4.1,1,ml,,,,0.43,ak,ak02250csvyn,2022-04-19T05:43:56.505Z,"63 km S of Cantwell, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-04-19T05:39:01.428Z,-7.7495,123.4229,271.76,4.4,mb,,66,1.466,0.41,us,us6000hfm1,2022-04-23T15:26:23.040Z,"164 km NE of Maumere, Indonesia",earthquake,6.4,8.3,0.19,9,reviewed,us,us
2022-04-19T05:35:38.050Z,36.8516667,-121.4113333,9.83,0.68,md,15,102,0.08099,0.1,nc,nc73720000,2022-04-21T07:32:21.897Z,"1km WNW of Hollister, CA",earthquake,0.56,1.48,0.358,11,reviewed,nc,nc
2022-04-19T05:12:50.426Z,25.9458,128.5527,10.37,4.5,mb,,63,0.921,0.65,us,us6000hfly,2022-04-23T15:16:53.040Z,"80 km ESE of Katsuren-haebaru, Japan",earthquake,5.3,4.5,0.089,37,reviewed,us,us
2022-04-19T05:11:47.390Z,62.9479,-150.9493,113.5,1.6,ml,,,,0.25,ak,ak02250cmgdv,2022-04-19T05:13:36.515Z,"51 km N of Petersville, Alaska",earthquake,,0.8,,,automatic,ak,ak
2022-04-19T05:09:02.300Z,60.446,-152.685333333333,15,0.42,ml,5,283,,0.07,av,av91055298,2022-04-20T01:57:55.810Z,"71 km NW of Ninilchik, Alaska",earthquake,1,0.6,0.0793633112611777,5,reviewed,av,av
2022-04-19T05:08:14.309Z,61.8624,-150.3865,33.1,1.7,ml,,,,1.09,ak,ak02250clqot,2022-04-19T05:13:35.774Z,"22 km NW of Willow, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-04-19T05:07:16.740Z,38.8036652,-122.7738342,-0.06,0.35,md,7,122,0.01097,0.01,nc,nc73719995,2022-04-19T05:29:56.841Z,"3km NNW of The Geysers, CA",earthquake,0.25,0.83,,1,automatic,nc,nc
2022-04-19T05:04:25.573Z,60.6198,-152.3761,93.3,1.7,ml,,,,0.91,ak,ak02250ckwor,2022-04-19T05:07:42.180Z,"57 km W of Salamatof, Alaska",earthquake,,1,,,automatic,ak,ak
2022-04-19T05:01:47.540Z,39.1675,-123.1585,5.08,1.25,md,15,92,0.1172,0.1,nc,nc73719990,2022-04-20T01:37:46.067Z,"4km NNE of Talmage, CA",earthquake,0.22,2.01,0.073,12,reviewed,nc,nc
2022-04-19T05:00:09.150Z,38.7966667,-122.9833333,1.3,3.15,ml,81,34,0.036,0.06,nc,nc73719985,2022-04-30T09:51:58.040Z,"3km ESE of Cloverdale, CA",earthquake,0.12,0.32,0.208,81,reviewed,nc,nc
2022-04-19T04:58:31.480Z,35.9435,-117.6733333,4.53,1.09,ml,20,65,0.01914,0.09,ci,ci40240824,2022-04-20T18:56:41.785Z,"21km E of Little Lake, CA",earthquake,0.13,0.22,0.22,9,reviewed,ci,ci
2022-04-19T04:52:50.982Z,7.1833,127.122,10,4.6,mb,,123,1.535,0.49,us,us6000hfmu,2022-04-25T20:49:42.040Z,"61 km E of Santiago, Philippines",earthquake,8.3,1.5,0.146,14,reviewed,us,us
2022-04-19T04:52:50.650Z,34.0005,-117.218,12.09,1.69,ml,68,32,0.06496,0.17,ci,ci40240816,2022-04-19T13:15:42.170Z,"7km SE of Loma Linda, CA",earthquake,0.18,0.46,0.172,25,reviewed,ci,ci
2022-04-19T04:51:48.858Z,7.0986,127.1883,10,4.2,mb,,127,1.597,0.34,us,us6000hflw,2022-04-26T23:22:19.040Z,"71 km ESE of Santiago, Philippines",earthquake,9.3,1.9,0.176,14,reviewed,us,us
2022-04-19T04:45:45.760Z,33.9968333,-116.6556667,14.17,0.7,ml,15,78,0.04207,0.13,ci,ci40240800,2022-04-19T15:28:27.493Z,"9km SW of Morongo Valley, CA",earthquake,0.33,0.74,0.199,4,reviewed,ci,ci
2022-04-19T04:44:22.530Z,46.19733333333333,-122.18716666666667,2.14,0.22,ml,12,132,0.003544,0.1,uw,uw61823947,2022-04-19T20:36:41.570Z,"37 km NNE of Amboy, Washington",earthquake,0.36,0.43,0.2834718142457031,4,reviewed,uw,uw
2022-04-19T04:37:14.599Z,35.09166667,-95.52,6.94,0.6,ml,43,89,0.1178768685,0.34,ok,ok2022hprm,2022-04-20T16:46:45.886Z,"14 km WSW of Quinton, Oklahoma",earthquake,,1,0.11,4,reviewed,ok,ok
2022-04-19T04:33:43.299Z,-21.5075,-173.8119,18,5.9,mww,,29,8.251,0.71,us,us7000h393,2022-04-26T23:06:59.351Z,"119 km E of ‘Ohonua, Tonga",earthquake,9.1,1.7,0.098,10,reviewed,us,us
2022-04-19T04:31:25.915Z,-23.846,-67.1663,210.65,4.4,mb,,92,1.287,0.77,us,us7000h391,2022-04-26T05:04:32.040Z,"95 km WNW of San Antonio de los Cobres, Argentina",earthquake,8.1,6.8,0.149,13,reviewed,us,us
2022-04-19T04:24:33.297Z,7.0881,127.0357,10,5.2,mb,,61,1.445,0.79,us,us7000h390,2022-04-26T05:12:22.040Z,"55 km ESE of Santiago, Philippines",earthquake,7.1,1.7,0.054,111,reviewed,us,us
2022-04-19T04:23:27.172Z,62.9408,-150.265,42.4,1.8,ml,,,,0.83,ak,ak02250c3jpq,2022-04-19T04:35:31.534Z,"55 km N of Chase, Alaska",earthquake,,0.8,,,automatic,ak,ak
2022-04-19T04:20:26.870Z,57.2634,-155.3865,63.8,2.1,ml,,,,0.23,ak,ak02250c2wn3,2022-04-19T04:23:25.792Z,"65 km WSW of Karluk, Alaska",earthquake,,1.3,,,automatic,ak,ak
2022-04-19T04:20:04.240Z,17.9391666666667,-66.8408333333333,15.34,2.03,md,9,214,,0.11,pr,pr71345028,2022-04-19T05:11:24.200Z,"6 km SSW of Indios, Puerto Rico",earthquake,0.75,0.67,0.117738282319419,8,reviewed,pr,pr
2022-04-19T04:14:22.170Z,34.147,-117.4165,7.29,0.86,ml,40,92,0.04638,0.16,ci,ci40240792,2022-04-20T18:50:31.879Z,"6km NW of Rialto, CA",earthquake,0.21,0.38,0.043,15,reviewed,ci,ci
2022-04-19T04:12:28.920Z,47.68666666666667,-120.0565,4.05,0.21,ml,4,167,0.06948,0.07,uw,uw61823942,2022-04-20T01:55:18.680Z,"4 km NNE of Waterville, Washington",earthquake,0.37,1.33,0.09585483368293612,3,reviewed,uw,uw
2022-04-19T04:09:30.348Z,26.0912,128.6512,10,4.6,mb,,78,0.815,0.5,us,us6000hfm3,2022-04-26T04:19:48.040Z,"82 km ESE of Katsuren-haebaru, Japan",earthquake,6.9,1.9,0.122,20,reviewed,us,us
2022-04-19T04:04:21.747Z,-8.6008,118.2652,125.54,4.4,mb,,69,3.856,0.65,us,us7000h38u,2022-04-26T04:08:25.040Z,"22 km WSW of Dompu, Indonesia",earthquake,8.3,7,0.139,15,reviewed,us,us
2022-04-19T04:04:04.008Z,60.3166,-152.3576,97.4,1.6,ml,,,,0.58,ak,ak02250bzff8,2022-04-19T04:06:54.707Z,"48 km NW of Ninilchik, Alaska",earthquake,,0.8,,,automatic,ak,ak
2022-04-19T03:58:29.265Z,7.1697,127.1791,10,4,mb,,136,1.59,0.85,us,us6000hflv,2022-04-26T04:02:34.040Z,"68 km E of Santiago, Philippines",earthquake,8,1.9,0.173,14,reviewed,us,us
2022-04-19T03:48:56.736Z,61.5566,-146.4502,30.3,1.1,ml,,,,1.1,ak,ak02250bnje3,2022-04-19T03:52:00.981Z,"47 km N of Valdez, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-04-19T03:45:51.470Z,34.5621667,-118.5481667,17.79,1.39,ml,43,34,0.08629,0.21,ci,ci40240760,2022-04-20T18:40:45.230Z,"11km NE of Castaic, CA",earthquake,0.23,0.58,0.109,27,reviewed,ci,ci
2022-04-19T03:38:07.550Z,19.2096666666667,-155.371833333333,33.36,3.25,ml,58,160,,0.14,hv,hv72989102,2022-04-20T05:35:33.711Z,"11 km E of Pāhala, Hawaii",earthquake,0.4,0.46,0.153044287150747,35,reviewed,hv,hv
2022-04-19T03:36:31.180Z,58.2813333333333,-154.958166666667,3.11,-0.16,ml,6,139,,0.23,av,av91055293,2022-04-19T23:47:12.690Z,"84 km NNW of Karluk, Alaska",earthquake,1.28,3.02,0.0902948512106093,6,reviewed,av,av
2022-04-19T03:35:18.769Z,31.59667932,-104.2742587,6.465771484,2.1,ml,13,73,0.07547125463,0.2,tx,tx2022hppl,2022-04-23T04:22:36.116Z,"55 km NW of Toyah, Texas",earthquake,1.269069754,1.923769603,0.1,8,reviewed,tx,tx
2022-04-19T03:33:07.005Z,63.5952,-147.1447,71.1,1.3,ml,,,,0.85,ak,ak02250bk7u9,2022-04-19T03:44:19.460Z,"85 km SW of Delta Junction, Alaska",earthquake,,1,,,automatic,ak,ak
2022-04-19T03:30:32.100Z,17.9516666666667,-66.7976666666667,12.83,2.4,md,21,171,,0.13,pr,pr71345023,2022-04-19T03:47:12.480Z,"5 km SSE of Indios, Puerto Rico",earthquake,0.41,0.29,0.298467356192725,10,reviewed,pr,pr
2022-04-19T03:30:02.120Z,38.7951667,-122.9866667,1.07,1.48,md,40,67,0.03398,0.06,nc,nc73719970,2022-04-21T00:25:02.629Z,"3km ESE of Cloverdale, CA",earthquake,0.18,0.36,0.149,20,reviewed,nc,nc
2022-04-19T03:28:00.000Z,38.822834,-122.7935028,2.78,0.84,md,7,104,0.01296,0.02,nc,nc73719965,2022-04-19T05:35:56.872Z,"6km NNW of The Geysers, CA",earthquake,0.64,1.55,,1,automatic,nc,nc
2022-04-19T03:13:15.839Z,35.103,-95.53583333,7.49,1.93,ml,59,57,0.112477928,0.36,ok,ok2022hpos,2022-04-19T13:46:25.552Z,"12 km E of Crowder, Oklahoma",earthquake,,1,0.17,6,reviewed,ok,ok
2022-04-19T03:12:59.720Z,46.8915,-112.5211667,9.18,0.87,ml,10,96,0.055,0.13,mb,mb80543579,2022-04-19T17:05:27.020Z,"14 km ESE of Lincoln, Montana",earthquake,0.47,0.71,0.078,4,reviewed,mb,mb
2022-04-19T03:09:50.840Z,35.09266667,-95.51533333,6.58,0.96,ml,44,90,0.1151773983,0.35,ok,ok2022hpop,2022-04-20T16:12:18.007Z,"13 km WSW of Quinton, Oklahoma",earthquake,,1,0.28,5,reviewed,ok,ok
2022-04-19T03:04:23.976Z,-31.666,-69.7502,118.47,4.4,mb,,89,0.917,0.82,us,us7000h38e,2022-04-26T03:48:19.040Z,"San Juan, Argentina",earthquake,4.7,6.1,0.161,11,reviewed,us,us
2022-04-19T03:03:46.662Z,61.266,-152.1274,103.1,1.9,ml,,,,0.56,ak,ak02250bdvb9,2022-04-19T03:13:35.617Z,"57 km WNW of Tyonek, Alaska",earthquake,,0.8,,,automatic,ak,ak
2022-04-19T03:02:44.248Z,7.1525,127.081,10,4.4,mb,,94,1.492,0.94,us,us6000hfls,2022-04-26T03:43:15.040Z,"Philippine Islands region",earthquake,9.1,0.9,0.179,16,reviewed,us,us
2022-04-19T03:00:04.431Z,7.0707,127.1518,10,4.5,mb,,85,1.56,0.98,us,us6000hflr,2022-04-26T02:42:27.040Z,"68 km ESE of Santiago, Philippines",earthquake,6.8,1.6,0.108,25,reviewed,us,us
2022-04-19T02:57:13.778Z,39.4281,142.0428,89.19,4.1,mb,,123,1.552,0.91,us,us6000hflz,2022-04-26T02:11:58.040Z,"9 km ESE of Yamada, Japan",earthquake,7.8,6.2,0.166,10,reviewed,us,us
2022-04-19T02:52:44.200Z,19.2868328094482,-155.771835327148,4.57000017166138,1.88,md,27,96,,0.280000001,hv,hv72989077,2022-04-19T02:55:53.080Z,"21 km SSE of Honaunau-Napoopoo, Hawaii",earthquake,0.67,1.75,1.88,4,automatic,hv,hv
2022-04-19T02:50:31.981Z,60.7106,-152.1408,88.3,2.1,ml,,,,0.37,ak,ak02250b2hac,2022-04-19T03:02:42.689Z,"Southern Alaska",earthquake,,0.6,,,automatic,ak,ak
2022-04-19T02:49:59.640Z,46.37233333333333,-122.32283333333334,15.79,0.64,ml,9,302,0.06827,0.09,uw,uw61823937,2022-04-20T01:49:16.140Z,"21 km S of Morton, Washington",earthquake,0.6,0.54,0.15355341029512232,7,reviewed,uw,uw
2022-04-19T02:42:54.130Z,58.3983333333333,-154.581333333333,6.21,0.37,ml,8,209,,0.31,av,av91055283,2022-04-19T22:50:41.900Z,"92 km N of Karluk, Alaska",earthquake,1.05,2.09,0.216183396896183,8,reviewed,av,av
2022-04-19T02:35:20.930Z,18.0151666666667,-66.8911666666667,15.27,2.27,md,6,122,,0.08,pr,pr71345013,2022-04-19T04:39:57.540Z,"1 km W of Palomas, Puerto Rico",earthquake,1.16,1.16,0.0704426572823567,2,reviewed,pr,pr
